Year,Reference area,Sex,GeoCode,Value
2010,Osh,Female,KG06,7
2011,Osh,Female,KG06,5
2012,Osh,Female,KG06,6
2013,Osh,Female,KG06,2
2015,Osh,Female,KG06,3
2017,Osh,Female,KG06,18
2021,Osh,Female,KG06,9
2007,Talas,,KG07,1
2010,Talas,,KG07,4
2011,Talas,,KG07,6
2013,Talas,,KG07,5
2021,Talas,,KG07,9
2007,Talas,Male,KG07,1
2010,Talas,Male,KG07,3
2011,Talas,Male,KG07,4
2013,Talas,Male,KG07,4
2021,Talas,Male,KG07,7
2010,Talas,Female,KG07,1
2011,Talas,Female,KG07,2
2013,Talas,Female,KG07,1
2021,Talas,Female,KG07,2
2007,Chui,,KG08,35
2008,Chui,,KG08,102
2009,Chui,,KG08,19
2010,Chui,,KG08,46
2011,Chui,,KG08,41
2012,Chui,,KG08,23
2013,Chui,,KG08,22
2014,Chui,,KG08,13
2015,Chui,,KG08,15
2016,Chui,,KG08,14
2017,Chui,,KG08,55
2018,Chui,,KG08,10
2019,Chui,,KG08,6
2020,Chui,,KG08,24
2021,Chui,,KG08,20
2007,Chui,Male,KG08,28
2008,Chui,Male,KG08,76
2009,Chui,Male,KG08,12
2010,Chui,Male,KG08,32
2011,Chui,Male,KG08,30
2012,Chui,Male,KG08,15
2013,Chui,Male,KG08,12
2014,Chui,Male,KG08,7
2015,Chui,Male,KG08,8
2016,Chui,Male,KG08,11
2017,Chui,Male,KG08,31
2018,Chui,Male,KG08,7
2019,Chui,Male,KG08,2
2020,Chui,Male,KG08,10
2021,Chui,Male,KG08,9
2007,Chui,Female,KG08,7
2008,Chui,Female,KG08,26
2009,Chui,Female,KG08,7
2010,Chui,Female,KG08,14
2011,Chui,Female,KG08,11
2012,Chui,Female,KG08,8
2013,Chui,Female,KG08,10
2014,Chui,Female,KG08,6
2015,Chui,Female,KG08,7
2016,Chui,Female,KG08,3
2017,Chui,Female,KG08,24
2018,Chui,Female,KG08,3
2019,Chui,Female,KG08,4
2020,Chui,Female,KG08,14
2021,Chui,Female,KG08,11
2007,Bishkek (city),,KG11,12
2008,Bishkek (city),,KG11,1
2010,Bishkek (city),,KG11,14
2011,Bishkek (city),,KG11,19
2012,Bishkek (city),,KG11,3
2014,Bishkek (city),,KG11,2
2016,Bishkek (city),,KG11,7
2007,Bishkek (city),Male,KG11,9
2008,Bishkek (city),Male,KG11,1
2010,Bishkek (city),Male,KG11,9
2011,Bishkek (city),Male,KG11,11
2012,Bishkek (city),Male,KG11,2
2016,Bishkek (city),Male,KG11,7
2007,Bishkek (city),Female,KG11,3
2010,Bishkek (city),Female,KG11,5
2011,Bishkek (city),Female,KG11,8
2012,Bishkek (city),Female,KG11,1
2014,Bishkek (city),Female,KG11,2
2007,Osh (city),,KG21,7
2010,Osh (city),,KG21,6
2011,Osh (city),,KG21,4
2015,Osh (city),,KG21,1
2018,Osh (city),,KG21,1
2007,Osh (city),Male,KG21,5
2010,Osh (city),Male,KG21,4
2011,Osh (city),Male,KG21,2
2015,Osh (city),Male,KG21,1
2018,Osh (city),Male,KG21,1
2007,Osh (city),Female,KG21,2
2010,Osh (city),Female,KG21,2
2011,Osh (city),Female,KG21,2
