Year,Reference area,Sex,GeoCode,Value
2011,Jalal-Abad,Male,KG03,92.090531
2012,Jalal-Abad,Male,KG03,97.991089
2013,Jalal-Abad,Male,KG03,87.5
2014,Jalal-Abad,Male,KG03,88.8
2015,Jalal-Abad,Male,KG03,86.7
2016,Jalal-Abad,Male,KG03,90.3
2017,Jalal-Abad,Male,KG03,87.5
2018,Jalal-Abad,Male,KG03,82.492292
2019,Jalal-Abad,Male,KG03,70.478672
2020,Jalal-Abad,Male,KG03,56.225754
2021,Jalal-Abad,Male,KG03,61.861275
2007,Issyk-Kul,,KG02,74.818397
2008,Issyk-Kul,,KG02,65.710142
2009,Issyk-Kul,,KG02,68.260473
2010,Issyk-Kul,,KG02,67.280621
2011,Issyk-Kul,,KG02,68.345501
2012,Issyk-Kul,,KG02,70.114091
2013,Issyk-Kul,,KG02,69.963198
2014,Issyk-Kul,,KG02,63.962325
2015,Issyk-Kul,,KG02,58.459621
2016,Issyk-Kul,,KG02,60.411219
2017,Issyk-Kul,,KG02,48.6
2018,Issyk-Kul,,KG02,48.933537
2019,Issyk-Kul,,KG02,50.313751
2020,Issyk-Kul,,KG02,28.457427
2021,Issyk-Kul,,KG02,36.712395
2007,Issyk-Kul,Female,KG02,57.509562
2008,Issyk-Kul,Female,KG02,56.84919
2009,Issyk-Kul,Female,KG02,57.58451
2010,Issyk-Kul,Female,KG02,55.0
2011,Issyk-Kul,Female,KG02,53.747679
2012,Issyk-Kul,Female,KG02,57.222843
2013,Issyk-Kul,Female,KG02,57.9
2014,Issyk-Kul,Female,KG02,51.3
2015,Issyk-Kul,Female,KG02,48.5
2016,Issyk-Kul,Female,KG02,53.8
2017,Issyk-Kul,Female,KG02,34.8
2018,Issyk-Kul,Female,KG02,34.802404
2019,Issyk-Kul,Female,KG02,37.584717
2020,Issyk-Kul,Female,KG02,20.524708
2021,Issyk-Kul,Female,KG02,26.872053
2007,Issyk-Kul,Male,KG02,92.654432
2008,Issyk-Kul,Male,KG02,74.822647
2009,Issyk-Kul,Male,KG02,79.185677
2010,Issyk-Kul,Male,KG02,79.8
2011,Issyk-Kul,Male,KG02,83.206714
2012,Issyk-Kul,Male,KG02,83.217008
2013,Issyk-Kul,Male,KG02,82.2
2014,Issyk-Kul,Male,KG02,76.8
2015,Issyk-Kul,Male,KG02,68.5
2016,Issyk-Kul,Male,KG02,67.1
2017,Issyk-Kul,Male,KG02,62.4
2018,Issyk-Kul,Male,KG02,63.187108
2019,Issyk-Kul,Male,KG02,63.145201
2020,Issyk-Kul,Male,KG02,36.325895
2021,Issyk-Kul,Male,KG02,46.638444
2007,Naryn,,KG04,89.134835
2008,Naryn,,KG04,101.241128
2009,Naryn,,KG04,97.171948
2010,Naryn,,KG04,103.928178
2011,Naryn,,KG04,95.240986
2012,Naryn,,KG04,105.056599
2013,Naryn,,KG04,90.465191
2014,Naryn,,KG04,98.190078
2015,Naryn,,KG04,84.752208
2016,Naryn,,KG04,77.322632
2017,Naryn,,KG04,59.5
2018,Naryn,,KG04,67.959771
2019,Naryn,,KG04,55.837828
2020,Naryn,,KG04,37.816152
2021,Naryn,,KG04,51.155082
2007,Naryn,Female,KG04,73.136894
2008,Naryn,Female,KG04,93.896008
2009,Naryn,Female,KG04,87.733728
2010,Naryn,Female,KG04,85.5
2011,Naryn,Female,KG04,86.159148
2012,Naryn,Female,KG04,83.765487
2013,Naryn,Female,KG04,76.0
2014,Naryn,Female,KG04,87.0
2015,Naryn,Female,KG04,75.0
2016,Naryn,Female,KG04,63.3
2017,Naryn,Female,KG04,49.0
2018,Naryn,Female,KG04,47.075606
2019,Naryn,Female,KG04,48.742238
2020,Naryn,Female,KG04,29.03228
2021,Naryn,Female,KG04,43.08338
2007,Naryn,Male,KG04,104.664525
2008,Naryn,Male,KG04,108.341574
2009,Naryn,Male,KG04,106.394379
2010,Naryn,Male,KG04,121.9
2011,Naryn,Male,KG04,104.080869
2012,Naryn,Male,KG04,125.735925
2013,Naryn,Male,KG04,104.4
2014,Naryn,Male,KG04,109.0
2015,Naryn,Male,KG04,94.2
2016,Naryn,Male,KG04,91.0
2017,Naryn,Male,KG04,69.6
2018,Naryn,Male,KG04,88.116038
2019,Naryn,Male,KG04,62.681401
2020,Naryn,Male,KG04,46.928626
2021,Naryn,Male,KG04,58.934228
2007,Osh,,KG06,102.866708
2008,Osh,,KG06,97.93957
2009,Osh,,KG06,99.503115
2010,Osh,,KG06,90.272855
2011,Osh,,KG06,86.981785
2012,Osh,,KG06,89.531841
2013,Osh,,KG06,97.423584
2014,Osh,,KG06,90.681619
2015,Osh,,KG06,91.237869
2016,Osh,,KG06,83.857442
2017,Osh,,KG06,84.4
2018,Osh,,KG06,75.003106
2019,Osh,,KG06,75.86951
2020,Osh,,KG06,51.382322
2021,Osh,,KG06,54.519798
2007,Osh,Female,KG06,85.479058
2008,Osh,Female,KG06,79.853854
2009,Osh,Female,KG06,84.498903
2010,Osh,Female,KG06,83.3
2011,Osh,Female,KG06,78.306875
2012,Osh,Female,KG06,79.852654
2013,Osh,Female,KG06,89.2
2014,Osh,Female,KG06,82.7
2015,Osh,Female,KG06,83.8
2016,Osh,Female,KG06,78.4
2017,Osh,Female,KG06,73.3
2018,Osh,Female,KG06,68.791282
2019,Osh,Female,KG06,70.149044
2020,Osh,Female,KG06,45.862881
2021,Osh,Female,KG06,52.474444
2007,Osh,Male,KG06,120.175935
2008,Osh,Male,KG06,115.965366
2009,Osh,Male,KG06,114.268343
2010,Osh,Male,KG06,97.1
2011,Osh,Male,KG06,95.537626
2012,Osh,Male,KG06,99.072585
2013,Osh,Male,KG06,105.5
2014,Osh,Male,KG06,98.5
2015,Osh,Male,KG06,98.5
2016,Osh,Male,KG06,89.2
2017,Osh,Male,KG06,95.3
2018,Osh,Male,KG06,81.086922
2019,Osh,Male,KG06,81.465087
2020,Osh,Male,KG06,57.028089
2021,Osh,Male,KG06,56.519551
2007,Talas,,KG07,109.772016
2008,Talas,,KG07,98.863075
2009,Talas,,KG07,98.836801
2010,Talas,,KG07,105.89956
2011,Talas,,KG07,107.889182
2012,Talas,,KG07,96.876369
2013,Talas,,KG07,106.455247
2014,Talas,,KG07,101.925994
2015,Talas,,KG07,95.886509
2016,Talas,,KG07,83.723318
2017,Talas,,KG07,73.9
2018,Talas,,KG07,59.722977
2019,Talas,,KG07,56.142519
2020,Talas,,KG07,44.951835
2021,Talas,,KG07,46.970409
2007,Talas,Female,KG07,86.911498
2008,Talas,Female,KG07,90.931636
2009,Talas,Female,KG07,76.560919
2010,Talas,Female,KG07,87.0
2011,Talas,Female,KG07,90.313258
2012,Talas,Female,KG07,85.593946
2013,Talas,Female,KG07,89.3
2014,Talas,Female,KG07,89.6
2015,Talas,Female,KG07,81.0
2016,Talas,Female,KG07,67.0
2017,Talas,Female,KG07,66.0
2018,Talas,Female,KG07,46.443942
2019,Talas,Female,KG07,44.202937
2020,Talas,Female,KG07,38.216467
2021,Talas,Female,KG07,27.43769
2007,Talas,Male,KG07,132.527127
2008,Talas,Male,KG07,106.730401
2009,Talas,Male,KG07,121.037767
2010,Talas,Male,KG07,124.6
2011,Talas,Male,KG07,125.307942
2012,Talas,Male,KG07,108.024821
2013,Talas,Male,KG07,123.4
2014,Talas,Male,KG07,114.1
2015,Talas,Male,KG07,110.5
2016,Talas,Male,KG07,100.1
2017,Talas,Male,KG07,81.6
2018,Talas,Male,KG07,72.717357
2019,Talas,Male,KG07,67.817831
2020,Talas,Male,KG07,51.836827
2021,Talas,Male,KG07,66.104416
2007,Chui,,KG08,158.506191
2008,Chui,,KG08,166.836568
2009,Chui,,KG08,155.181689
2010,Chui,,KG08,154.517607
2011,Chui,,KG08,158.539192
2012,Chui,,KG08,156.780391
2013,Chui,,KG08,144.320612
2014,Chui,,KG08,129.231041
2015,Chui,,KG08,141.654663
2016,Chui,,KG08,135.218207
2017,Chui,,KG08,136.2
2018,Chui,,KG08,124.217601
2019,Chui,,KG08,119.199292
2020,Chui,,KG08,82.176148
2021,Chui,,KG08,88.246666
2007,Chui,Female,KG08,125.927217
2008,Chui,Female,KG08,125.534299
2009,Chui,Female,KG08,117.922225
2010,Chui,Female,KG08,125.0
2011,Chui,Female,KG08,112.218882
2012,Chui,Female,KG08,111.421405
2013,Chui,Female,KG08,108.3
2014,Chui,Female,KG08,108.3
2015,Chui,Female,KG08,118.6
2016,Chui,Female,KG08,111.0
2017,Chui,Female,KG08,108.3
2018,Chui,Female,KG08,99.197956
2019,Chui,Female,KG08,93.086319
2020,Chui,Female,KG08,66.965035
2021,Chui,Female,KG08,71.914699
2007,Chui,Male,KG08,191.988363
2008,Chui,Male,KG08,209.227296
2009,Chui,Male,KG08,193.791585
2010,Chui,Male,KG08,185.1
2011,Chui,Male,KG08,206.421677
2012,Chui,Male,KG08,203.602691
2013,Chui,Male,KG08,181.5
2014,Chui,Male,KG08,150.8
2015,Chui,Male,KG08,165.4
2016,Chui,Male,KG08,160.2
2017,Chui,Male,KG08,165.0
2018,Chui,Male,KG08,150.009376
2019,Chui,Male,KG08,146.103584
2020,Chui,Male,KG08,96.931981
2021,Chui,Male,KG08,105.100592
2007,Bishkek (city),,KG11,174.387607
2008,Bishkek (city),,KG11,123.075571
2009,Bishkek (city),,KG11,114.473037
2010,Bishkek (city),,KG11,113.112758
2011,Bishkek (city),,KG11,114.984154
2012,Bishkek (city),,KG11,123.691851
2013,Bishkek (city),,KG11,126.393198
2014,Bishkek (city),,KG11,133.511493
2015,Bishkek (city),,KG11,132.924152
2016,Bishkek (city),,KG11,114.6052
2017,Bishkek (city),,KG11,113.1
2018,Bishkek (city),,KG11,102.592405
2019,Bishkek (city),,KG11,95.33145
2020,Bishkek (city),,KG11,56.391242
2021,Bishkek (city),,KG11,63.98094
2007,Bishkek (city),Female,KG11,121.389891
2008,Bishkek (city),Female,KG11,101.464217
2009,Bishkek (city),Female,KG11,90.39282
2010,Bishkek (city),Female,KG11,91.9
2011,Bishkek (city),Female,KG11,90.229385
2012,Bishkek (city),Female,KG11,97.405136
2013,Bishkek (city),Female,KG11,110.2
2014,Bishkek (city),Female,KG11,108.1
2015,Bishkek (city),Female,KG11,103.1
2016,Bishkek (city),Female,KG11,92.2
2017,Bishkek (city),Female,KG11,91.3
2018,Bishkek (city),Female,KG11,75.045722
2019,Bishkek (city),Female,KG11,69.840615
2020,Bishkek (city),Female,KG11,50.844031
2021,Bishkek (city),Female,KG11,55.546587
2007,Bishkek (city),Male,KG11,232.398826
2008,Bishkek (city),Male,KG11,146.699891
2009,Bishkek (city),Male,KG11,142.327909
2010,Bishkek (city),Male,KG11,137.6
2011,Bishkek (city),Male,KG11,143.529739
2012,Bishkek (city),Male,KG11,153.949048
2013,Bishkek (city),Male,KG11,145.0
2014,Bishkek (city),Male,KG11,162.1
2015,Bishkek (city),Male,KG11,167.0
2016,Bishkek (city),Male,KG11,140.2
2017,Bishkek (city),Male,KG11,137.8
2018,Bishkek (city),Male,KG11,133.887972
2019,Bishkek (city),Male,KG11,124.207562
2020,Bishkek (city),Male,KG11,61.300999
2021,Bishkek (city),Male,KG11,73.505198
2007,Osh (city),,KG21,103.296686
2008,Osh (city),,KG21,99.531522
2009,Osh (city),,KG21,99.784188
2010,Osh (city),,KG21,85.444525
2011,Osh (city),,KG21,88.724902
2012,Osh (city),,KG21,98.392408
2013,Osh (city),,KG21,83.705251
2014,Osh (city),,KG21,103.082002
2015,Osh (city),,KG21,89.736358
2016,Osh (city),,KG21,92.52618
2017,Osh (city),,KG21,89.7
2018,Osh (city),,KG21,84.314452
2019,Osh (city),,KG21,79.086776
2020,Osh (city),,KG21,54.829571
2021,Osh (city),,KG21,43.916364
2007,Osh (city),Female,KG21,83.113365
2008,Osh (city),Female,KG21,63.749059
2009,Osh (city),Female,KG21,82.603422
2010,Osh (city),Female,KG21,68.0
2011,Osh (city),Female,KG21,75.035079
2012,Osh (city),Female,KG21,78.139535
2013,Osh (city),Female,KG21,64.4
2014,Osh (city),Female,KG21,92.2
2015,Osh (city),Female,KG21,78.5
2016,Osh (city),Female,KG21,77.6
2017,Osh (city),Female,KG21,75.3
2018,Osh (city),Female,KG21,83.024189
2019,Osh (city),Female,KG21,76.750352
2020,Osh (city),Female,KG21,58.407045
2021,Osh (city),Female,KG21,40.980199
2007,Osh (city),Male,KG21,125.184647
2008,Osh (city),Male,KG21,138.35178
2009,Osh (city),Male,KG21,118.375597
2010,Osh (city),Male,KG21,104.4
2011,Osh (city),Male,KG21,103.609189
2012,Osh (city),Male,KG21,120.379721
2013,Osh (city),Male,KG21,104.5
2014,Osh (city),Male,KG21,114.8
2015,Osh (city),Male,KG21,101.8
2016,Osh (city),Male,KG21,108.5
2017,Osh (city),Male,KG21,105.2
2018,Osh (city),Male,KG21,85.689803
2019,Osh (city),Male,KG21,81.569918
2020,Osh (city),Male,KG21,51.452933
2021,Osh (city),Male,KG21,47.015459
