Year,REF_AREA,SEX,GeoCode,Value
2013,KG11,M,KG11,173
2014,KG11,M,KG11,169
2015,KG11,M,KG11,133
2016,KG11,M,KG11,128
2017,KG11,M,KG11,104
2018,KG11,M,KG11,105
2019,KG11,M,KG11,57
2020,KG11,M,KG11,48
2021,KG11,M,KG11,96
2022,KG11,M,KG11,78
2023,KG11,M,KG11,86
2007,KG11,F,KG11,82
2008,KG11,F,KG11,106
2009,KG11,F,KG11,71
2010,KG11,F,KG11,50
2011,KG11,F,KG11,60
2012,KG11,F,KG11,44
2013,KG11,F,KG11,35
2014,KG11,F,KG11,40
2015,KG11,F,KG11,36
2016,KG11,F,KG11,41
2017,KG11,F,KG11,32
2018,KG11,F,KG11,30
2019,KG11,F,KG11,11
2020,KG11,F,KG11,18
2021,KG11,F,KG11,12
2022,KG11,F,KG11,10
2023,KG11,F,KG11,14
2007,KG21,,KG21,16
2008,KG21,,KG21,35
2009,KG21,,KG21,31
2010,KG21,,KG21,39
2011,KG21,,KG21,35
2012,KG21,,KG21,58
2013,KG21,,KG21,49
2014,KG21,,KG21,19
2015,KG21,,KG21,44
2016,KG21,,KG21,61
2017,KG21,,KG21,35
2018,KG21,,KG21,27
2019,KG21,,KG21,16
2020,KG21,,KG21,35
2021,KG21,,KG21,9
2022,KG21,,KG21,8
2023,KG21,,KG21,5
2007,KG21,M,KG21,8
2008,KG21,M,KG21,49
2009,KG21,M,KG21,40
2010,KG21,M,KG21,73
2011,KG21,M,KG21,73
2012,KG21,M,KG21,89
2013,KG21,M,KG21,87
2014,KG21,M,KG21,39
2015,KG21,M,KG21,76
2016,KG21,M,KG21,82
2017,KG21,M,KG21,51
2018,KG21,M,KG21,49
2019,KG21,M,KG21,34
2020,KG21,M,KG21,32
2021,KG21,M,KG21,19
2022,KG21,M,KG21,16
2023,KG21,M,KG21,5
2007,KG21,F,KG21,22
2008,KG21,F,KG21,22
2009,KG21,F,KG21,22
2010,KG21,F,KG21,7
2012,KG21,F,KG21,30
2013,KG21,F,KG21,15
2015,KG21,F,KG21,14
2016,KG21,F,KG21,42
2017,KG21,F,KG21,20
2018,KG21,F,KG21,7
2020,KG21,F,KG21,37
2023,KG21,F,KG21,6
