Year,Территория,GeoCode,Value
2017,Иссык-Кульская область,KG02,1.400236
2018,Иссык-Кульская область,KG02,1.390469
2019,Иссык-Кульская область,KG02,1.5
2020,Иссык-Кульская область,KG02,1.496564
2021,Иссык-Кульская область,KG02,1.522574
2022,Иссык-Кульская область,KG02,1.485975
2007,Нарынская область,KG04,1.671366
2008,Нарынская область,KG04,1.457214
2009,Нарынская область,KG04,1.423568
2010,Нарынская область,KG04,1.503572
2011,Нарынская область,KG04,1.575064
2012,Нарынская область,KG04,1.53011
2013,Нарынская область,KG04,1.430693
2014,Нарынская область,KG04,1.366601
2015,Нарынская область,KG04,1.342043
2016,Нарынская область,KG04,1.284926
2017,Нарынская область,KG04,1.288293
2018,Нарынская область,KG04,1.232146
2019,Нарынская область,KG04,1.2
2020,Нарынская область,KG04,1.23454
2021,Нарынская область,KG04,1.232652
2022,Нарынская область,KG04,1.194357
2007,Ошская область,KG06,4.940158
2008,Ошская область,KG06,4.693844
2009,Ошская область,KG06,4.778368
2010,Ошская область,KG06,4.700996
2011,Ошская область,KG06,4.715643
2012,Ошская область,KG06,4.506557
2013,Ошская область,KG06,4.296044
2014,Ошская область,KG06,4.013868
2015,Ошская область,KG06,4.015779
2016,Ошская область,KG06,3.788525
2017,Ошская область,KG06,3.868011
2018,Ошская область,KG06,3.639299
2019,Ошская область,KG06,3.8
2020,Ошская область,KG06,3.918242
2021,Ошская область,KG06,4.086539
2022,Ошская область,KG06,3.915491
2007,Таласская область,KG07,0.73051
2008,Таласская область,KG07,0.843038
2009,Таласская область,KG07,0.816328
2010,Таласская область,KG07,0.784158
2011,Таласская область,KG07,0.825505
2012,Таласская область,KG07,0.806951
2013,Таласская область,KG07,0.784064
2014,Таласская область,KG07,0.772172
2015,Таласская область,KG07,0.795667
2016,Таласская область,KG07,0.823182
2017,Таласская область,KG07,0.858228
2018,Таласская область,KG07,0.833649
2019,Таласская область,KG07,0.9
2020,Таласская область,KG07,0.84723
2021,Таласская область,KG07,0.848766
2022,Таласская область,KG07,0.840002
2007,Чуйская область,KG08,1.958299
2008,Чуйская область,KG08,1.994251
2009,Чуйская область,KG08,1.939437
2010,Чуйская область,KG08,1.922485
2011,Чуйская область,KG08,1.949861
2012,Чуйская область,KG08,1.969888
2013,Чуйская область,KG08,1.916154
2014,Чуйская область,KG08,1.902321
2015,Чуйская область,KG08,1.905696
2016,Чуйская область,KG08,1.915556
2017,Чуйская область,KG08,1.90932
2018,Чуйская область,KG08,1.9317
2019,Чуйская область,KG08,1.9
2020,Чуйская область,KG08,2.085763
2021,Чуйская область,KG08,2.145666
2022,Чуйская область,KG08,2.139388
2007,г. Бишкек,KG11,1.509824
2008,г. Бишкек,KG11,1.790383
2009,г. Бишкек,KG11,1.762552
2010,г. Бишкек,KG11,1.755274
2011,г. Бишкек,KG11,1.761641
2012,г. Бишкек,KG11,1.798812
2013,г. Бишкек,KG11,1.753774
2014,г. Бишкек,KG11,1.74105
2015,г. Бишкек,KG11,1.736014
2016,г. Бишкек,KG11,1.742989
2017,г. Бишкек,KG11,1.766738
2018,г. Бишкек,KG11,1.77006
2019,г. Бишкек,KG11,1.8
2020,г. Бишкек,KG11,1.80031
2021,г. Бишкек,KG11,1.821478
2022,г. Бишкек,KG11,1.876285
2007,г. Ош,KG21,0.492895
2008,г. Ош,KG21,0.48253
2009,г. Ош,KG21,0.463676
2010,г. Ош,KG21,0.473654
2011,г. Ош,KG21,0.470606
2012,г. Ош,KG21,0.460852
2013,г. Ош,KG21,0.454024
2014,г. Ош,KG21,0.452311
2015,г. Ош,KG21,0.452797
2016,г. Ош,KG21,0.445767
2017,г. Ош,KG21,0.446591
2018,г. Ош,KG21,0.455388
2019,г. Ош,KG21,0.5
2020,г. Ош,KG21,0.492165
2021,г. Ош,KG21,0.519895
2022,г. Ош,KG21,0.529073
