Year,REF_AREA,SEX,GeoCode,Value
2008,KG11,,KG11,1
2010,KG11,,KG11,14
2011,KG11,,KG11,19
2012,KG11,,KG11,3
2014,KG11,,KG11,2
2016,KG11,,KG11,7
2007,KG11,M,KG11,9
2008,KG11,M,KG11,1
2010,KG11,M,KG11,9
2011,KG11,M,KG11,11
2012,KG11,M,KG11,2
2016,KG11,M,KG11,7
2007,KG11,F,KG11,3
2010,KG11,F,KG11,5
2011,KG11,F,KG11,8
2012,KG11,F,KG11,1
2014,KG11,F,KG11,2
2007,KG21,,KG21,7
2010,KG21,,KG21,6
2011,KG21,,KG21,4
2015,KG21,,KG21,1
2018,KG21,,KG21,1
2007,KG21,M,KG21,5
2010,KG21,M,KG21,4
2011,KG21,M,KG21,2
2015,KG21,M,KG21,1
2018,KG21,M,KG21,1
2007,KG21,F,KG21,2
2010,KG21,F,KG21,2
2011,KG21,F,KG21,2
